"110","Time of Admission","AL12_ MemoconcerningthetimeofadmissionofthestateofAlaska,12_31_58.png","","PDF","AL12_MemoconcerningthetimeofadmissionofthestateofAlaska,12_31_58.pdf","","","Original","December 31, 1958","William P. Rogers","In Conclusion: Student Document Research; ","Presidency","Eisenhower Presidential Library","Alaska; Statehood; student research files ","DDE's Records as President, Official File, Box 630, OF-147-D Alaska (5); NAID #12012415","AL12"
"111","Administration's Position on Alaska","AL13_MemoonImplementationoftheAdministrationspositiononAlaskastatehood,3_6_57.png","","PDF","AL13_MemoonImplementationoftheAdministrationspositiononAlaskastatehood,3_6_57.pdf","","","Original","March 6, 1957","Legislative Counsel","In Conclusion: Student Document Research; ","Presidency","Eisenhower Presidential Library","Alaska; Statehood; student research files ","[DDE's Records as President, Official File, Box 630, OF-147-D-1 Alaskan Statehood (2); NAID #12010354","AL13"
"112","Alaska Delegation","AL14_list,REAlaskadelegation.5_13_54.png","","PDF","AL14_list,REAlaskadelegation.5_13_54.pdf","","","Original","May 13, 1954","Orme Lewis","In Conclusion: Student Document Research; ","Presidency","Eisenhower Presidential Library","Alaska; Statehood; student research files ","DDE's Records as President, Official File, Box 629, OF-147-D Alaska (2); NAID #12010333","AL14"
"113","Statement of the Secretary of the Interior","AL15_statementofthesecretaryoftheinterioronAlaskanStatehood,7_1_58.png","","PDF","AL15_statementofthesecretaryoftheinterioronAlaskanStatehood,7_1_58.pdf","","","Original","July 1, 1958","Fred Seaton","In Conclusion: Student Document Research; ","Presidency","Eisenhower Presidential Library","Alaska; Statehood; student research files ","DDE's Records as President, Official File, Box 630, OF-147-D Alaska (4); NAID #12012401","AL15"
"114","Memo of Alaskan Statehood Act","AL16_memo,fromTedStevensREAlaskaStatehoodAct,7_4_58.png","","PDF","AL16_memo,fromTedStevensREAlaskaStatehoodAct,7_4_58.pdf","","","Original","July 4, 1958","Ted Stevens","In Conclusion: Student Document Research; ","Presidency","Eisenhower Presidential Library","Alaska; Statehood; student research files ","DDE's Records as President, Official File, Box 630, OF-147-D Alaska (4); NAID #12012403","AL16"
"115","Statehood for Alaska and Hawaii","AL17_StatehoodforAlaskaandHawaii,pressconferences,Sept,1958.png","","PDF","AL17_StatehoodforAlaskaandHawaii,pressconferences,Sept,1958.pdf","","","Original","September, 1958","Dwight D. Eisenhower","In Conclusion: Student Document Research; ","Presidency","Eisenhower Presidential Library","Alaska; Statehood; student research files ","DDE's Records as President, Official File, Box 630, OF-147-D-1 Alaskan Statehood (1); NAID #12012412","AL17"
"116","Press Release Re: DDE signing H.R. 7999","AL18_PressReleaseREDDEsigningofHR7999,7_7_58.png","","PDF","AL18_PressReleaseREDDEsigningofHR7999,7_7_58.pdf","","","Original","July 7, 1958","Anne Wheaton","In Conclusion: Student Document Research; ","Presidency","Eisenhower Presidential Library","Alaska; Statehood; student research files ","DDE's Records as President, Official File, Box 630, OF 147-D Alaska (4); NAID #12012407","AL18"
"117","Remarks of the President","AL19_TheWhiteHouse,RemarksofThePresdientonsigningtheproclamation,Jan3,1959.png","","PDF","AL19_TheWhiteHouse,RemarksofThePresdientonsigningtheproclamation,Jan3,1959.pdf","","","Original","January 3, 1959","James C. Hagerty","In Conclusion: Student Document Research; ","Presidency","Eisenhower Presidential Library","Alaska; Statehood; student research files ","DDE's Records as President, Official File, Box 630, OF-147-D Alaska (5); NAID #12012424","AL19"
"118","Bureau of the Budget's Role in Alaska","AL20_letter,DDEtoMauriceStans,REtheBureauofthebudgetsroleinAlaskastatehood,7_18_58.png","","PDF","AL20_letter,DDEtoMaurice Stans,REtheBureauofthebudgetsroleinAlaskastatehood,7_18_58.pdf","","","Original","July 18, 1958","Dwight D. Eisenhower","In Conclusion: Student Document Research; ","Presidency","Eisenhower Presidential Library","Alaska; Statehood; student research files ","DDE's Records as President, Official File, Box 630, OF-147-D Alaska (4); NAID #12012410","AL20"
"119","Proclamation #3269","AL21_Proclamation3269AdmissionoftheStateofAlaska,Jan3,1959.png","","PDF","AL21_Proclamation3269AdmissionoftheStateofAlaska,Jan3,1959.pdf","","","Original","January 3, 1959","James C. Hagerty","In Conclusion: Student Document Research; ","Presidency","Eisenhower Presidential Library","Alaska; Statehood; student research files ","DDE's Records as President, Official File, Box 630, OF 147-D Alaska (5); NAID #12012416","AL21"
"120","Army Group Situation","AR1_ArmyGroupSituation,12_16_44.png","","PDF","AR1_ArmyGroupSituation,12_16_44.pdf","","","Original","December 16, 1944","Bernard Montgomery","In Conclusion: Student Document Research; ","The General","Eisenhower Presidential Library","Ardennes; Battle of the Bulge; student research files","DDE's Pre-Presidential Papers, Principal File, Box 83, Montgomery Bernard (11); NAID #12125645","AR1"
"121","Cable, DDE to Montgomery","AR2_Cable,DDEtoMontgomery,12_19_44.png","","PDF","AR2_Cable,DDEtoMontgomery,12_19_44.pdf","","","Original","December 19, 1944","Dwight D. Eisenhower","In Conclusion: Student Document Research; ","The General","Eisenhower Presidential Library","Ardennes; Battle of the Bulge; student research files","DDE's Pre-Presidential Papers, Principal File, Box 83, Montgomery Bernard (11); NAID #12125646","AR2"
"122","Cable, DDE to Bradley","AR3_Cable,DDEtoBradleyReProtectionofMeuseRiverBridges12_19_44.png","","PDF","AR3_Cable,DDEtoBradleyReProtectionofMeuseRiverBridges12_19_44.pdf","","","Original","December 19, 1944","Dwight D. Eisenhower","In Conclusion: Student Document Research; ","The General","Eisenhower Presidential Library","Ardennes; Battle of the Bulge; student research files","DDE's Pre-Presidential Papers, Principal File, Box 13, Bradley, Omar N. (5); NAID #12117241","AR3"
"123","Telephone Conversation with Generay Bradley","AR4_TelephoneConvoBradley,12_21_44.png","","PDF","AR4_TelephoneConvoBradley,12_21_44.pdf","","","Original","December 21, 1944","H.R. Bull","In Conclusion: Student Document Research; ","The General","Eisenhower Presidential Library","Ardennes; Battle of the Bulge; student research files","Harold R. Bull Papers, Box 2, Additional Papers, 1944-1948; NAID #12113396","AR4"
"124","Cable, Montgomery to DDE","AR5_Cable,MontgomerytoDDE,12_21_44.png","","PDF","AR5_Cable,MontgomerytoDDE,12_21_44.pdf","","","Original","December 21, 1944","Bernard Montgomery","In Conclusion: Student Document Research; ","The General","Eisenhower Presidential Library","Ardennes; Battle of the Bulge; student research files","DDE's Pre-Presidential Papers, Principal File, Box 83, Montgomery, Bernard (11); NAID #12125649","AR5"
"125","Outgoing Message to Allied Forces","AR6_OutgoingMessageToAlliedForces12_22_44.png","","PDF","AR6_OutgoingMessageToAlliedForces12_22_44.pdf","","","Original","December 22, 1944","Dwight D. Eisenhower","In Conclusion: Student Document Research; ","The General","Eisenhower Presidential Library","Ardennes; Battle of the Bulge; student research files","DDE's Pre-Presidential Papers, Principal File, Box 148, Messages to Officers and Men-Allied Expeditionary Force (A.E.F.) 1943–1948; NAID #12126643","AR6"
"126","Cable, DDE to Montgomery","AR7_Cable,DDEtoMontgomery,12_22_44.png","","PDF","AR7_Cable,DDEtoMontgomery,12_22_44.pdf","","","Original","December 22, 1944","Dwight D. Eisenhower","In Conclusion: Student Document Research; ","The General","Eisenhower Presidential Library","Ardennes; Battle of the Bulge; student research files","DDE's Pre-Presidential Papers, Principal File, Box 83, Montgomery, Bernard (11); NAID #12125650","AR7"
"127","Cable, Montgomery to DDE","AR8_CableMontgomerytoDDE,12_23_44.png","","PDF","AR8_CableMontgomerytoDDE,12_23_44.pdf","","","Original","December 23, 1944","Bernard Montgomery","In Conclusion: Student Document Research; ","The General","Eisenhower Presidential Library","Ardennes; Battle of the Bulge; student research files","DDE's Pre-Presidential Papers, Principal File, Box 83, Montgomery, Bernard (11); NAID #12125651","AR8"
"128","Cable, Montgomery to DDE","AR9_Cable,MontgomerytoDDE12_24_44.png","","PDF","AR9_Cable,MontgomerytoDDE12_24_44.pdf","","","Original","December 24, 1944","Bernard Montgomery","In Conclusion: Student Document Research; ","The General","Eisenhower Presidential Library","Ardennes; Battle of the Bulge; student research files","DDE's Pre-Presidential Papers, Principal File, Box 83, Montgomery, Bernard (11); NAID #12125656","AR9"
"129","DDE Diary Entry","AR10_DiaryEntry,12_24_44.png","","PDF","AR10_DiaryEntry,12_24_44.pdf","","","Original","December 24, 1944","Dwight D. Eisenhower","In Conclusion: Student Document Research; ","The General","Eisenhower Presidential Library","Ardennes; Battle of the Bulge; student research files","DDE's Pre-Presidential Papers, Principal File, Box 169, Butcher's Diary – Oct. 16 – Dec. 31, 1944 (4); NAID #12126625","AR10"
"130","Cable, Montgomery to DDE","AR11_Cable,MontgomerytoDDE,12_25_44.png","","PDF","AR11_Cable,MontgomerytoDDE,12_25_44.pdf","","","Original","December 25, 1944","Bernard Montgomery","In Conclusion: Student Document Research; ","The General","Eisenhower Presidential Library","Ardennes; Battle of the Bulge; student research files","DDE's Pre-Presidential Papers, Principal File, Box 83, Montgomery, Bernard (11); NAID #12125674","AR11"
"131","Cable, Montgomery to DDE","AR12_Cable,MontgomerytoDDE,12_26_44.png","","PDF","AR12_Cable,MontgomerytoDDE,12_26_44.pdf","","","Original","December 26, 1944","Bernard Montgomery","In Conclusion: Student Document Research; ","The General","Eisenhower Presidential Library","Ardennes; Battle of the Bulge; student research files","DDE's Pre-Presidential Papers, Principal File, Box 83, Montgomery, Bernard (11); NAID #12125681","AR12"
"132","Letter, Montgomery to DDE","AR13_Letter,MontgomerytoDDE,12_29_44.png","","PDF","AR13_Letter,MontgomerytoDDE,12_29_44.pdf","","","Original","December 29, 1944","Bernard Montgomery","In Conclusion: Student Document Research; ","The General","Eisenhower Presidential Library","Ardennes; Battle of the Bulge; student research files","DDE's Pre-Presidential Papers, Principal File, Box 83, Montgomery, Bernard (11); NAID #12125686","AR13"
"133","Outline Plan of Operations","AR14_OutlinePlanofOperations,12_31_44.png","","PDF","AR14_OutlinePlanofOperations,12_31_44.pdf","","","Original","December 31, 1944","Dwight D. Eisenhower","In Conclusion: Student Document Research; ","The General","Eisenhower Presidential Library","Ardennes; Battle of the Bulge; student research files","DDE's Pre-Presidential Papers, Principal File, Box 83, Montgomery, Bernard (11); NAID #12125699","AR14"
"134","Letter, DDE to Montgomery","AR15_Letter,DDEtoMontgomery,12_31_44.png","","PDF","AR15_Letter,DDEtoMontgomery,12_31_44.pdf","","","Original","December 31, 1944","Dwight D. Eisenhower","In Conclusion: Student Document Research; ","The General","Eisenhower Presidential Library","Ardennes; Battle of the Bulge; student research files","DDE's Pre-Presidential Papers, Principal File, Box 83, Montgomery, Bernard (11); NAID #12125692","AR15"
"135","DDE Diary Entry","AR16_DiaryEntry,12_31_44.png","","PDF","AR16_DiaryEntry,12_31_44.pdf","","","Original","December 31, 1944","Dwight D. Eisenhower","In Conclusion: Student Document Research; ","The General","Eisenhower Presidential Library","Ardennes; Battle of the Bulge; student research files","DDE's Pre-Presidential Papers, Principal File, Box 169, Butcher's Diary – Oct. 16 – Dec. 31, 1944 (4); NAID #12126626","AR16"
"136","Cable, Montgomery to DDE","AR17_Cable,MontgomerytoDDE,1_2_45.png","","PDF","AR17_Cable,MontgomerytoDDE,1_2_45.pdf","","","Original","January 2, 1945","Bernard Montgomery","In Conclusion: Student Document Research; ","The General","Eisenhower Presidential Library","Ardennes; Battle of the Bulge; student research files","DDE's Pre-Presidential Papers, Principal File, Box 83, Montgomery, Bernard (10); NAID #12125642","AR17"
"137","DDE Diary Entry","AR18_DiaryEntry,1_7_45.png","","PDF","AR18_DiaryEntry,1_7_45.pdf","","","Original","January 7, 1945","Dwight D. Eisenhower","In Conclusion: Student Document Research; ","The General","Eisenhower Presidential Library","Ardennes; Battle of the Bulge; student research files","DDE's Pre-Presidential Papers, Principal File, Box 169, Butcher's Diary – Jan. 1 – Jan. 28, 1945 (1); NAID #12126630","AR18"
"138","Letter, Montgomery to Bradley","AR19_Letter,MontgomerytoBradley,1_12_45.png","","PDF","AR19_Letter,MontgomerytoBradley,1_12_45.pdf","","","Original","January 12, 1945","Bernard Montgomery","In Conclusion: Student Document Research; ","The General","Eisenhower Presidential Library","Ardennes; Battle of the Bulge; student research files","DDE's Pre-Presidential Papers, Principal File, Box 83, Montgomery, Bernard (10); NAID #12125643","AR19"
"139","Letter, DDE to Marshall","AR20_Letter,DDEtoMarshall,1_12_45.png","","PDF","AR20_Letter,DDEtoMarshall,1_12_45.pdf","","","Original","January 12, 1945","Dwight D. Eisenhower","In Conclusion: Student Document Research; ","The General","Eisenhower Presidential Library","Ardennes; Battle of the Bulge; student research files","DDE's Pre-Presidential Papers, Principal File, Box 80, Marshall, George C. (7); NAID #12123688","AR20"
"140","DDE Diary Entry","AR21_DiaryEntry,1_14_45.png","","PDF","AR21_DiaryEntry,1_14_45.pdf","","","Original","January 14, 1945","Dwight D. Eisenhower","In Conclusion: Student Document Research; ","The General","Eisenhower Presidential Library","Ardennes; Battle of the Bulge; student research files","DDE's Pre-Presidential Papers, Principal File, Box 169, Butcher's Diary – Jan. 1 – Jan. 28, 1945 (2); NAID #12126633","AR21"
"141","Cable, Montgomery to DDE","AR22_Cable,MontgomerytoDDE,1_16_45.png","","PDF","AR22_Cable,MontgomerytoDDE,1_16_45.pdf","","","Original","January 16, 1945","Bernard Montgomery","In Conclusion: Student Document Research; ","The General","Eisenhower Presidential Library","Ardennes; Battle of the Bulge; student research files","DDE's Pre-Presidential Papers, Principal File, Box 83, Montgomery, Bernard (10); NAID #12125644","AR22"
"142","Letter, Lawton Collins to James Collins","AR23_Letter,LawtonCollinstoJamesCollins,1_16_45.png","","PDF","AR23_Letter,LawtonCollinstoJamesCollins,1_16_45.pdf","","","Original","January 16, 1945","Lawton Collins","In Conclusion: Student Document Research; ","The General","Eisenhower Presidential Library","Ardennes; Battle of the Bulge; student research files","J. Lawton Collins Papers, Box 3, 201 File--Personal Letter File--1945 (4); NAID #12113405","AR23"
"143","DDE Diary Entry","AR24_DiaryEntry,1_21_45.png","","PDF","AR24_DiaryEntry,1_21_45.pdf","","","Original","January 21, 1945","Dwight D. Eisenhower","In Conclusion: Student Document Research; ","The General","Eisenhower Presidential Library","Ardennes; Battle of the Bulge; student research files","DDE's Pre-Presidential Papers, Principal File, Box 169, Butcher's Diary, Jan. 1 – Jan. 28, 1945 (3); NAID #12126636","AR24"
"144","Translation of Interview with Alfred Jodl","AR25_TranslationofInterviewofJodl,7_20_45.png","","PDF","AR25_TranslationofInterviewofJodl,7_20_45.pdf","","","Original","July 20, 1945","Major Kenneth W. Hechler","In Conclusion: Student Document Research; ","The General","Eisenhower Presidential Library","Ardennes; Battle of the Bulge; student research files","Walter Bedell Smith Collection of World War II Documents, Box 41, Interviews with High-Ranking German Officers (2); NAID #12130736","AR25"
"145","Additional Interview with Alfred Jodl","AR26_CounteroffensiveAddtlInterviewJodl,7_26_45.png","","PDF","AR26_CounteroffensiveAddtlInterviewJodl,7_26_45.pdf","","","Original","July 26, 1945","Major Kenneth W. Hechler","In Conclusion: Student Document Research; ","The General","Eisenhower Presidential Library","Ardennes; Battle of the Bulge; student research files","Walter Bedell Smith Collection of World War II Documents, Box 41, Interviews with High-Ranking German Officers (2); NAID #12130740","AR26"
"146","Interview with Otto Skorzeny","AR27_InterviewSkorzeny,8_12_45.png","","PDF","AR27_InterviewSkorzeny,8_12_45.pdf","","","Original","August 12, 1945","Interrogator was R.E. Merriam","In Conclusion: Student Document Research; ","The General","Eisenhower Presidential Library","Ardennes; Battle of the Bulge; student research files","Walter Bedell Smith Collection of World War II Documents, Box 41, Interviews with High-Ranking German Officers (3); NAID #12130741","AR27"
"147","The Ardennes Campaign' by General Courtney H. Hodges","AR28_TheArdennesCampaignbyHodges,1946.png","","PDF","AR28_TheArdennesCampaignbyHodges,1946.pdf","","","Original","1946","Courtney H. Hodges","In Conclusion: Student Document Research; ","The General","Eisenhower Presidential Library","Ardennes; Battle of the Bulge; student research files","Courtney H. Hodges Papers, Box 9, 1946 Ardennes Campaign; NAID #12126303","AR28"
"148","Letter, H.R. Bull to Baldwin","AR29_Letter,BulltoBaldwin,9_12_46.png","","PDF","AR29_Letter,BulltoBaldwin,9_12_46.pdf","","","Original","September 12, 1946","H. R. Bull","In Conclusion: Student Document Research; ","The General","Eisenhower Presidential Library","Ardennes; Battle of the Bulge; student research files","Harold R. Bull Papers, Box 2, Additional Papers, 1944-1948; NAID #12113394","AR29"
"149","Memo for the Chief of Staff","AR30_MemofortheChiefofStaff,9_12_46.png","","PDF","AR30_MemofortheChiefofStaff,9_12_46.pdf","","","Original","September 12, 1946","H. R. Bull","In Conclusion: Student Document Research; ","The General","Eisenhower Presidential Library","Ardennes; Battle of the Bulge; student research files","Harold R. Bull Papers, Box 2, Additional Papers, 1944-1948; NAID #12113395","AR30"
"150","Draft of Atoms for Peace speech","AT1_atoms-for-peace-draft,11_28_53.png","","PDF","AT1_atoms-for-peace-draft,11_28_53.pdf","","","Original","November 28, 1953","Dwight D. Eisenhower","In Conclusion: Student Document Research; ","Presidency","Eisenhower Presidential Library","Atoms for Peace; Atomic Energy; speech; peace; Nuclear","C.D. Jackson Papers, Box 30, 'Atoms for Peace - Evolution (5)'; NAID #12021574","AT1"
"151","Project 'Candor'","AT2_Memo,OperationCandor,7_22_53.png","","PDF","AT2_Memo,OperationCandor,7_22_53 .pdf","","","Original","July 22,1953","No Author","In Conclusion: Student Document Research; ","Presidency","Eisenhower Presidential Library","Atoms for Peace; Atomic Energy; speech; peace; Nuclear","White House Office, National Security Council Papers, PSB Central Files Series, Box 17, PSB 091.4 U.S. (2); NAID #12021612","AT2"
"152","Memo, 'Project Candor and the Soviet H-Bomb'","AT3_NorbergtoCraig,8_10_53.png","","PDF","AT3_NorbergtoCraig,8_10_53.pdf","","","Original","August 10, 1953","Charles Norberg","In Conclusion: Student Document Research; ","Presidency","Eisenhower Presidential Library","Atoms for Peace; Atomic Energy; speech; peace; Nuclear","White House Office, National Security Council Staff Papers, PSB Central Files Series, Box 17, PSB 091.4 U.S. (2); NAID #12021614","AT3"
"153","Memo, Proposal of Nuclear Sharing","AT4_StrausstoDDE,9_17_53.png","","PDF","AT4_StrausstoDDE,9_17_53.pdf","","","Original","September 17, 1953","Lewis Strauss","In Conclusion: Student Document Research; ","Presidency","Eisenhower Presidential Library","Atoms for Peace; Atomic Energy; speech; peace; Nuclear","DDE’s Papers as President, Administration Series, Box 5, Atoms for Peace; NAID #12022697","AT4"
"154","Washington Post article, 'Eisenhower Pushes Operation Candor'","AT5_Newsclipping,WashingtonPost,9_21_53.png","","PDF","AT5_Newsclipping,WashingtonPost,9_21_53.pdf","","","Original","September 21, 1953","Stewart Alsop","In Conclusion: Student Document Research; ","Presidency","Eisenhower Presidential Library","Atoms for Peace; Atomic Energy; speech; peace; Nuclear","Charles Masterson Papers, Box 1, Operation Candor; NAID #12022743","AT5"
"155","Memo of Conversation, Bermuda Meeting","AT6_Memo,BermudaMtg,12_4_53.png","","PDF","AT6_Memo,BermudaMtg,12_4_53.pdf","","","Original","December 4, 1953","No Author","In Conclusion: Student Document Research; ","Presidency","Eisenhower Presidential Library","Atoms for Peace; Atomic Energy; speech; peace; Nuclear","DDE's Papers as President, International Meetings Series, Box 1, Bermuda-State Dept Report-Top Secret; NAID #12022750","AT6"
"156","Memo, Atomic Engergy Discussion","AT7_Memo,ReBermuda,12_5_53.png","","PDF","AT7_Memo,ReBermuda,12_5_53.pdf","","","Original","December 5, 1953","Lewis Strauss","In Conclusion: Student Document Research; ","Presidency","Eisenhower Presidential Library","Atoms for Peace; Atomic Energy; speech; peace; Nuclear","DDE's Papers as President, International Meetings Series, Box 1, Bermuda-State Dept Report-Top Secret; NAID #12022753","AT7"
"157","Press Release Re: Atoms for Peace speech","AT8_PressRelease,AtomsforPeaceSpeech,12_8_53.png","","PDF","AT8_PressRelease,AtomsforPeaceSpeech,12_8_53.pdf","","","Original","December 8, 1953","James C. Hagerty","In Conclusion: Student Document Research; ","Presidency","Eisenhower Presidential Library","Atoms for Peace; Atomic Energy; speech; peace; Nuclear","DDE's Papers as President, Speech Series, Box 5, United Nations Speech 12/8/53","AT8"
"158","Press Wire, Chronology of Soviet Bloc Reaction to DDE's U.N. speech","AT9_PressWire,SovietBlocReaction,12_14_53.png","","PDF","AT9_PressWire,SovietBlocReaction,12_14_53.pdf","","","Original","December 14, 1953","No Author","In Conclusion: Student Document Research; ","Presidency","Eisenhower Presidential Library","Atoms for Peace; Atomic Energy; speech; peace; Nuclear","C.D. Jackson Papers, Box 100, Speech Texts 1953 (1); NAID #12022765","AT9"
"159","Outline for Agronsky Program","AT10_OutlineforAgronskyProgram,12_16_53.png","","PDF","AT10_OutlineforAgronskyProgram,12_16_53.pdf","","","Original","December 16, 1953","No Author","In Conclusion: Student Document Research; ","Presidency","Eisenhower Presidential Library","Atoms for Peace; Atomic Energy; speech; peace; Nuclear","C.D. Jackson Papers, Box 100, Speech Texts 1953 (1); NAID #12022766","AT10"
"160","Letter from DDE to Swede Hazelet","AT11_Letter,DDEtoSwedeHazlett,12_24_53.png","","PDF","AT11_Letter,DDEtoSwedeHazlett,12_24_53.pdf","","","Original","December 24, 1953","Dwight D. Eisenhower","In Conclusion: Student Document Research; ","Presidency","Eisenhower Presidential Library","Atoms for Peace; Atomic Energy; speech; peace; Nuclear","Pages 4 and 5 only. DDE's Papers as President, Name Series, Box 18, Swede Hazlett 1953 (1); NAID #12022790","AT11"
"161","Memo, DDE to C.D. Jackson","AT12_Memo,DDEtoCDJackson,12_31_53.png","","PDF","AT12_Memo,DDEtoCDJackson,12_31_53.pdf","","","Original","December 31, 1953","Dwight D. Eisenhower","In Conclusion: Student Document Research; ","Presidency","Eisenhower Presidential Library","Atoms for Peace; Atomic Energy; speech; peace; Nuclear","DDE's Papers as President, DDE Diary Series, Box 4, DDE Diary December 1953 (1); NAID #12022923","AT12"
"162","Working Draft #3 of Operations Coordinating Board","AT13_Draft,OperationsCoordBoard,2_4_54.png","","PDF","AT13_Draft,OperationsCoordBoard,2_4_54.pdf","","","Original","February 4, 1954","No Author","In Conclusion: Student Document Research; ","Presidency","Eisenhower Presidential Library","Atoms for Peace; Atomic Energy; speech; peace; Nuclear","C.D. Jackson Papers, Box 29, Atoms for Peace-Evolution (1); NAID #12022773","AT13"
"163","Preliminary Proposal for an International Organization to Further the Peaceful Uses of Atomic Energy","AT14_Proposal,IntlOrgforPeacfulAtomicEnergy,6_8_54.png","","PDF","AT14_Proposal,IntlOrgforPeacfulAtomicEnergy,6_8_54.pdf","","","Original","June 8, 1954","No Author","In Conclusion: Student Document Research; ","Presidency","Eisenhower Presidential Library","Atoms for Peace; Atomic Energy; speech; peace; Nuclear","C.D. Jackson Papers, Box 29, Atomic Industrial Forum; NAID #12022796","AT14"
"164","Letter to President Eisenhower on H.R. 9757","AT15_Letter,RogerJonestoDDE,8_24_54.png","","PDF","AT15_Letter,RogerJonestoDDE,8_24_54.pdf","","","Original","August 24, 1954","Roger Jones","In Conclusion: Student Document Research; ","Presidency","Eisenhower Presidential Library","Atoms for Peace; Atomic Energy; speech; peace; Nuclear","White House Office, Records Officer Reports to the President on Pending Legislation, Box 40, Appr. 8/30/54; NAID #12023025","AT15"
"165","Letter, Charles Robbins to C. D. Jackson","AT16_Letter,CharlesRobbinstoCDJackson,9_15_54.png","","PDF","AT16_Letter,CharlesRobbinstoCDJackson,9_15_54.pdf","","","Original","September 15, 1954","Charles Robbins","In Conclusion: Student Document Research; ","Presidency","Eisenhower Presidential Library","Atoms for Peace; Atomic Energy; speech; peace; Nuclear","C.D. Jackson Papers, Box 29, Atomic Industrial Forum; NAID #12022799","AT16"
"166","Chronology of Atoms for Peace Project","AT17_ChronAtomsforPeaceProject,9_30_54.png","","PDF","AT17_ChronAtomsforPeaceProject,9_30_54.pdf","","","Original","September 30, 1954","No Author","In Conclusion: Student Document Research; ","Presidency","Eisenhower Presidential Library","Atoms for Peace; Atomic Energy; speech; peace; Nuclear","C.D. Jackson Papers, Box 29, Atoms for Peace-Evolution (1); NAID #12022913","AT17"
"167","Letter from C.D. Jackson to Merlo Pusey","AT18_Letter,CDJacksontoMerloPusey,2_5_55.png","","PDF","AT18_Letter,CDJacksontoMerloPusey,2_5_55.pdf","","","Original","February 5, 1955","Merlo Pusey","In Conclusion: Student Document Research; ","Presidency","Eisenhower Presidential Library","Atoms for Peace; Atomic Energy; speech; peace; Nuclear","C.D. Jackson Papers, Box 29, Atoms for Peace-Evolution (1); NAID #12022916","AT18"
"168","Memo from Theodore Repplier","AT19_Memo,TheodoreRepplier,8_3_55.png","","PDF","AT19_Memo,TheodoreRepplier,8_3_55.pdf","","","Original","August 3, 1955","Theodore Repplier","In Conclusion: Student Document Research; ","Presidency","Eisenhower Presidential Library","Atoms for Peace; Atomic Energy; speech; peace; Nuclear","DDE's Papers as President, Administration Series, Box 30, Nelson Rockefeller 1952-55 (3); NAID #12022932","AT19"
"169","DDE's Reaction to Repplier's memo","AT20_DDEReactionroRepplier,8_3_55.png","","PDF","AT20_DDEReactionroRepplier,8_3_55.pdf","","","Original","August 3, 1955","Dwight D. Eisenhower","In Conclusion: Student Document Research; ","Presidency","Eisenhower Presidential Library","Atoms for Peace; Atomic Energy; speech; peace; Nuclear","DDE's Papers as President, Administration Series, Box 30, Nelson Rockefeller 1952-55 (3); NAID #12022935","AT20"
"170","Letter from Ann Whitman (DDE's personal secretary) to Marie McCrum (C.D. Jackson's personal secretary)","AT21_Letter,AnnWhitmantoMarieMcCrum,1_27_56.png","","PDF","AT21_Letter,AnnWhitmantoMarieMcCrum,1_27_56.pdf","","","Original","January 27, 1956","Ann Whitman","In Conclusion: Student Document Research; ","Presidency","Eisenhower Presidential Library","Atoms for Peace; Atomic Energy; speech; peace; Nuclear","C.D. Jackson Papers, Box 29, Atoms for Peace-Evolution (1); NAID #12022925","AT21"
"171","Letter from DDE to Winston Churchill","AT22_Letter,DDEtoChurchill,4_27_56.png","","PDF","AT22_Letter,DDEtoChurchill,4_27_56.pdf","","","Original","April 27, 1956","Dwight D. Eisenhower","In Conclusion: Student Document Research; ","Presidency","Eisenhower Presidential Library","Atoms for Peace; Atomic Energy; speech; peace; Nuclear","DDE's Papers as President, DDE Diary Series, Box 14, April 1956 Miscellaneous (1); NAID #12022974","AT22"
"172","Letter from DDE to Swede Hazelet","CD1_Letter,DDEtoSwede,7_21_53.png","","PDF","CD1_Letter,DDEtoSwede,7_21_53.pdf","","","Original","July 21, 1953","Dwight D. Eisenhower","In Conclusion: Student Document Research; ","Presidency","Eisenhower Presidential Library","Camp David; presidential retreat","Page 5 only. DDE's Papers as President, Name Series, Box 18, Swede Hazlett 1953 (1); NAID #12023027","CD1"
"173","Minutes of the 268th Meeting of the National Security Council held at Camp David","CD2_Minutesof268thNatlSecCouncil,12_1_55.png","","PDF","CD2_Minutesof268thNatlSecCouncil,12_1_55.pdf","","","Original","December 1, 1955","No Author","In Conclusion: Student Document Research; ","Presidency","Eisenhower Presidential Library","Camp David; presidential retreat","Page 1 only. DDE's Papers as President, NSC Series, Box 7, 268th Meeting of NSC; NAID #12023028","CD2"
"174","Memo regarding naming of Aspen Lodge","CD3_Memo,nameofAspenLodge,11_17_58.png","","PDF","CD3_Memo,nameofAspenLodge,11_17_58.pdf","","","Original","November 17, 1958","E.P. Aurand","In Conclusion: Student Document Research; ","Presidency","Eisenhower Presidential Library","Camp David; presidential retreat","Evan P. Aurand Papers, Box 7, Reading File Oct. 2, 1958 - Nov. 19, 1958; NAID #12023031","CD3"
"175","Documents pertaining to President Eisenhower's meeting with British Prime Minister Harold Macmillan at Camp David","CD4_DocsfromMtg,March20_22,1959.png","","PDF","CD4_DocsfromMtg,March20_22,1959.pdf","","","Original","March 20-22, 1959","No Author","In Conclusion: Student Document Research; ","Presidency","Eisenhower Presidential Library","Camp David; presidential retreat","Beach and Aurand Records, Box 17, Visit by Prime Minister Macmillan, March 19-22, 1959; NAID #12023940","CD4"
